Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[ancestry category]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[enrichment method]	Characteristics[enrichment process]	Characteristics[synthetic peptide]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[enrichment method]	Factor Value[enrichment process]	sampleChecksum	sampleAccession
PXD002255-Sample 30	Homo sapiens	nuclear extracts	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	TFRA DNA pull-down	enrichment of nuclear extracts protein	not synthetic	run 30	ES_XP_NE_LM6_365.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_NE_LM6_365.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	TFRA DNA pull-down	enrichment of nuclear extracts protein	72fd80bb8c0bb2cc6a7a52cc8c7a1cdb154cdbe901181dee3f4c925c5ff22257	SAMEA7713860
PXD002255-Sample 31	Homo sapiens	nuclear extracts	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	TFRA DNA pull-down	enrichment of nuclear extracts protein	not synthetic	run 31	ES_XP_NE_LM6_366.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_NE_LM6_366.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	TFRA DNA pull-down	enrichment of nuclear extracts protein	7bd666cf1d3a3720d0c0dcb1b93e4d01c60f8ff6105a1f972cf17b65a2a5f36b	SAMEA7713861
PXD002255-Sample 32	Homo sapiens	nuclear extracts	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	TFRA DNA pull-down	enrichment of nuclear extracts protein	not synthetic	run 32	ES_XP_NE_LM6_367.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_NE_LM6_367.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	TFRA DNA pull-down	enrichment of nuclear extracts protein	6fa580bf2a59526904fbf11ba0eb94789f1b45d1dc168018356d55a984428989	SAMEA7713862
PXD002255-Sample 33	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 33	ES_XP_Phospho1_LM6_234.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_234.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	e646d3a2b78e73135506b015ace927c45742183d5efc1300cf5d122f6e995591	SAMEA7713863
PXD002255-Sample 34	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 34	ES_XP_Phospho1_LM6_235.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_235.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	aa82e6cff87d1ce9d149c24021b3a371ef71debfbe593d1ea89f4a895855f07a	SAMEA7713864
PXD002255-Sample 35	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 35	ES_XP_Phospho1_LM6_236.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_236.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	cd7980a415e642c3d2bc468a5ce87d9d87b33c18135ab27b2005824b744a48d7	SAMEA7713865
PXD002255-Sample 36	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 36	ES_XP_Phospho1_LM6_237.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_237.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	613085ca12e7ca6e6e17900bb159718262c4176ee716e124f5b81200f8db7209	SAMEA7713866
PXD002255-Sample 37	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 37	ES_XP_Phospho1_LM6_238.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_238.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	3ec03399b53d624db4ff8dbdcb409e8004997bbff2aa77cd9b85355af583362c	SAMEA7713867
PXD002255-Sample 38	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 38	ES_XP_Phospho1_LM6_239.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_239.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	d7d20c1f4546408defa7411a6f4c65d4fe45c17b09b3e2728ce20e680734f2bb	SAMEA7713868
PXD002255-Sample 39	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 39	ES_XP_Phospho1_LM6_240.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_240.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	f0d2267f5a6fddcc09a1b39b2798ec5befae78470917848accc5f9ad33d636c7	SAMEA7713869
PXD002255-Sample 40	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 40	ES_XP_Phospho1_LM6_241.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_241.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	cffdf496c1bade9bfa5ad0dc80ad7a0be2183e60b2b6fb85b4553976c91db6ed	SAMEA7713870
PXD002255-Sample 41	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 41	ES_XP_Phospho1_LM6_242.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_242.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	6b68cfc8dcf1d176f0ca5645e5a1826c0b0b8cdf4c3265483be3b547846523dc	SAMEA7713871
PXD002255-Sample 42	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 42	ES_XP_Phospho1_LM6_243.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_243.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	78deffa0b8e0c470b7534c8de424553a202bc59a5339f38e1a901b03f8cadc24	SAMEA7713872
PXD002255-Sample 43	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 43	ES_XP_Phospho1_LM6_244.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_244.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	2908ec71a9e17cde7bdd854094199f0e699f1951e5fe4bcab184739dff59bd14	SAMEA7713873
PXD002255-Sample 44	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 44	ES_XP_Phospho1_LM6_245.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_245.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	9b0c7be3dfb21ad89f64334e5b6e74e5558dc65d4b78d780f80de69cfb9297e2	SAMEA7713874
PXD002255-Sample 45	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 45	ES_XP_Phospho1_LM6_246.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho1_LM6_246.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	b44a31e8a889f7621c24499369df0b4a4ec5191f2131b1f2cd290a302e475866	SAMEA7713875
PXD002255-Sample 46	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 46	ES_XP_Phospho2_LM6_247.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_247.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	6734d0dfdd6fff782563bea7ce8d46a242e0e057314707101b47f59875d40277	SAMEA7713876
PXD002255-Sample 47	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 47	ES_XP_Phospho2_LM6_248.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_248.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	a3a3656a3ebd0248f553395336eb45778b27f51e891081640e88365331eeefb9	SAMEA7713877
PXD002255-Sample 48	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 48	ES_XP_Phospho2_LM6_249.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_249.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	988ed7cc1dfb39a947c8609e4767063aae075c78e19194f60904a879684247b0	SAMEA7713878
PXD002255-Sample 49	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 49	ES_XP_Phospho2_LM6_250.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_250.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	8063eb55e0c654425befa1a66c4f54cfbc53b082b1281720e37a4b5887b62abf	SAMEA7713879
PXD002255-Sample 50	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 50	ES_XP_Phospho2_LM6_251.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_251.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	636cf074a63c56065d8dd2380c1a0a6c6c15f5724a1437df2d151a451e08057d	SAMEA7713880
PXD002255-Sample 51	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 51	ES_XP_Phospho2_LM6_252.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_252.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	f9a0c453737c89c408ff5619a3b27a310ce83e3dc042f9f0bc5b8a3b3cfd82c2	SAMEA7713881
PXD002255-Sample 52	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 52	ES_XP_Phospho2_LM6_253.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_253.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	f53c51e9735ddd40e0a8f806b8eaba39a429766973c15526da9fda24871b9ae8	SAMEA7713882
PXD002255-Sample 53	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 53	ES_XP_Phospho2_LM6_254.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_254.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	dda3b95cecd4a6090c5539324071bdf960bf9db3bf7c59009a10e496e3c3e526	SAMEA7713883
PXD002255-Sample 54	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 54	ES_XP_Phospho2_LM6_255.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_255.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	e555c1c23f5926a5a9d3e11afaa60be3b06ed25553ac930741ee1fcd3d3223b2	SAMEA7713884
PXD002255-Sample 55	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 55	ES_XP_Phospho2_LM6_256.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_256.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	0bbc15582676702ff696907bbe4c35182de64142c898a53b42b5cbdd64bbbecb	SAMEA7713885
PXD002255-Sample 56	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 56	ES_XP_Phospho2_LM6_257.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_257.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	98f49715ae85a96019b6dbadd46c30eadd1895002d2cab64ea1d1a875de6504c	SAMEA7713886
PXD002255-Sample 57	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 57	ES_XP_Phospho2_LM6_258.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_258.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	ec4d794abeb2c259e87902360f509ef96e4988360714fe757d80578da699f515	SAMEA7713887
PXD002255-Sample 58	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 58	ES_XP_Phospho2_LM6_259.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_259.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	9011f53dc2120671041f4c1f2c6e8c5127764479e811ad730dc75f15f2618584	SAMEA7713888
PXD002255-Sample 59	Homo sapiens	liver	39Y	adult	Chinese	HCCLM6	not available	male	hepatocellular carcinoma (HCC)	IMAC	enrichment of phosphorylated Protein	not synthetic	run 59	ES_XP_Phospho2_LM6_260.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_Phospho2_LM6_260.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	IMAC	enrichment of phosphorylated Protein	e9f99b720620229ec00c65fe1645c0ebe76db7d10df3c5471fe8d8a3fd2e3e2b	SAMEA7713889
